4.93,0,0,-0.14,1.36
4.96,0,0,-0.07,1.08
4.99,0,0,0,-0.68
5.02,0,0,-0.2,1.56
5.05,0,0,0,-0.68
5.07,0,0,-0.07,0.07
5.1,0,0,0,0.14
5.13,0,0,0,-0.2
5.16,0,0,0.47,-0.88
5.19,0,0,0,0
5.22,0,0,-0.07,0.95
5.25,0,0,0,0.07
5.27,0,0,0,0.07
5.3,0,0,0,1.02
5.33,0,0,0,-0.27
5.36,0,0,0.47,0
5.39,0,0,0,0.2
5.42,0,0,-0.07,1.08
5.45,0,0,0,0.95
5.47,0,0,0,-0.41
5.5,0,0,0,1.02
5.53,0,0,0,0.07
5.56,0,0,-0.14,0.95
5.59,0,0,0,-0.27
5.62,0,0,0.41,1.42
5.65,0,0,0,0.95
5.67,0,0,0.41,0.14
5.7,0,0,0,0.61
5.73,0,0,0,-0.27
5.76,0,0,-0.14,0.61
5.79,0,0,0,-0.27
5.82,0,0,-0.07,0
5.85,0,0,0,1.22
5.87,0,0,-0.07,-0.27
5.9,0,0,0,0.88
5.93,0,0,0,0.07
5.96,0,0,0,-0.41
5.99,0,0,0,-0.27
6.02,0,0,-0.07,-0.41
6.05,0,0,0,-0.27
6.08,0,0,-0.07,1.08
6.11,0,0,0,0.47
6.13,0,0,0,-0.41
6.16,0,0,0,0.95
6.19,0,0,0,0
6.22,0,0,-0.07,1.36
6.25,0,0,0.34,0.95
6.28,0,0,-0.2,1.22
6.31,0,0,-0.34,-0.41
6.34,0,0,0,1.22
6.36,0,0,-0.47,0.95
6.39,0,0,-0.61,-0.95
6.42,0,0,-0.75,-0.95
6.45,0,0,-0.14,-1.42
6.48,0,0,-0.54,-1.29
6.51,0,0,-0.61,0.47
6.54,0,0,-1.36,-0.14
6.57,0,0,-1.08,-1.56
6.6,0,0,-1.36,-2.31
6.63,0,0,-1.49,-2.44
6.66,0,0,-1.36,-0.14
6.69,0,0,-1.22,0.07
6.72,0,0,-1.36,-2.37
6.75,0,0,-1.56,-0.81
6.78,0,0,-2.24,-1.76
6.81,0,0,-2.44,-2.64
6.84,0,0,-2.58,-1.49
6.87,0,0,-2.17,-1.9
6.9,0,0,-2.58,-2.51
6.93,0,0,-2.58,-2.03
6.96,0,0,-2.71,-2.51
7,0,0,-2.44,-0.54
7.03,0,0,-2.44,-2.64
7.06,0,0,-2.37,-2.92
7.09,0,0,-2.51,-2.17
7.12,0,0,-2.44,-1.36
7.15,0,0,-2.58,-2.64
7.18,0,0,-2.58,-3.05
7.21,0,0,-2.58,-3.19
7.24,0,0,-2.1,-3.12
7.27,0,0,-2.64,-3.19
7.3,0,0,-2.58,-3.19
7.33,0,0,-2.58,-2.64
7.36,0,0,-2.24,-1.56
7.39,0,0,-1.97,-2.44
7.42,0,0,-1.42,0.14
7.45,0,0,-0.75,0.54
7.48,0,0,0.07,1.97
7.5,0,0,0.95,2.64
7.53,0,0,0.95,2.58
7.56,0,0,0.14,1.83
7.59,0,0,-1.22,0.61
7.62,0,0,-0.81,-2.92
7.65,0,0,-1.36,-0.41
7.68,0,0,-0.34,0.34
7.71,0,0,1.08,1.69
7.73,0,0,1.9,2.1
7.76,0,0,1.83,2.17
7.79,0,0,0.34,1.22
7.82,0,0,-0.68,-0.81
7.85,0,0,-1.69,-2.51
7.88,0,0,-1.69,-1.29
7.91,0,0,-0.95,0.75
7.94,0,0,0.27,2.37
7.97,0,0,0.88,2.98
7.99,0,0,0.75,1.97
8.02,0,0,-0.14,0.75
8.05,0,0,-0.88,0.07
8.08,0,0,-1.42,-1.29
8.11,0,0,-0.88,-1.9
8.14,0,0,-0.07,0.34
8.17,0,0,1.08,1.97
8.2,0,0,1.63,2.37
8.23,0,0,0.75,1.42
8.25,0,0,-0.14,0.34
8.28,0,0,-0.95,-1.02
8.31,0,0,-1.83,-0.61
8.34,0,0,-1.15,-0.54
8.37,0,0,0.14,1.63
8.4,0,0,0.61,2.58
8.43,0,0,1.08,2.51
8.46,0,0,0.41,1.69
8.49,0,0,-0.2,0
8.52,0,0,-1.08,-0.41
8.55,0,0,-1.15,-2.17
8.58,0,0,-0.27,-0.81
8.61,0,0,0.54,1.56
8.63,0,0,1.49,2.37
8.66,0,0,1.22,2.44
8.69,0,0,0,1.69
8.72,0,0,-0.75,0.47
8.75,0,0,-1.29,-1.15
8.78,0,0,-1.22,-1.15
8.81,0,0,-0.2,0.14
8.84,0,0,0.14,1.9
8.86,0,0,0.88,2.37
8.89,0,0,1.08,2.03
8.92,0,0,0.14,0.95
8.95,0,0,-0.41,0.14
8.98,0,0,-1.08,-1.76
9.01,0,0,-1.08,-1.36
9.04,0,0,-0.14,0
9.07,0,0,0.75,1.97
9.1,0,0,0.75,2.71
