14.8,0,0,0.14,0.47
14.9,0,1,0.47,0
15,0,1,0.47,-0.14
15.1,0,1,0.14,0
15.2,0,1,0.41,0.61
15.3,0,1,-0.34,0.95
15.4,-1,2,-0.34,0.47
15.5,-1,2,-0.81,1.56
15.59,-2,3,-1.56,1.9
15.69,-1,3,-1.63,2.03
15.79,-1,4,-1.63,2.78
15.89,-2,4,-2.1,2.98
15.99,-2,3,-1.9,2.71
16.09,-2,4,-1.36,2.64
16.19,-2,3,-1.56,2.71
16.29,-2,4,-1.49,2.85
16.39,-2,4,-1.63,2.78
16.49,-2,3,-1.63,2.71
16.59,-2,3,-1.63,2.58
16.69,-2,3,-1.63,2.64
16.79,-2,3,-1.97,2.85
16.89,-2,3,-1.49,3.12
16.99,-2,4,-1.49,2.92
17.09,-2,3,-1.63,2.85
17.19,-1,2,-1.29,2.24
17.29,-1,0,1.22,-1.9
17.39,2,-2,2.85,-1.15
17.49,2,0,-0.27,0.75
17.58,-2,2,-1.76,1.49
17.68,-1,1,0.95,-0.61
17.78,2,-2,2.31,-1.42
17.88,2,0,0,0.34
17.98,-1,1,-1.49,1.97
18.08,-2,0,0.95,0.47
18.18,1,-2,1.69,-1.97
18.28,1,0,0.75,0.81
18.38,-1,1,-1.83,1.83
18.48,-2,0,0.88,0.07
18.58,1,-2,1.76,-2.31
18.68,2,-1,0.14,-0.27
18.78,0,2,-1.36,1.36
18.88,-1,0,-0.27,0.2
18.98,1,-1,1.97,-1.63
19.08,1,-1,0.47,-0.81
19.17,0,2,-1.36,1.63
19.27,-1,0,-0.27,0.47
19.37,1,-2,1.63,-1.9
19.47,1,-1,1.36,-0.68
19.57,-1,0,-1.49,0.88
19.67,-2,1,0.34,0.07
19.77,1,-1,1.36,-0.68
19.87,2,-1,1.22,-1.36
19.97,0,1,-1.49,1.49
20.07,-1,0,-0.27,0
20.17,1,-2,1.49,-1.02
20.27,1,-2,1.08,-1.29
20.37,0,1,-0.88,1.69
20.47,-2,1,-0.14,0
20.57,1,-1,1.49,-0.75
